yali1_id,ncbigene,ec,all_kegg_pathways,metabolic_pathways,in_true_metabolic_pathway,in_model,is_expansion_candidate,description
YALI1_B27874g,2907464,2.6.1.16,"Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars","Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars",True,True,False,"similar to Saccharomyces cerevisiae GFA1 (YKL104C) and YMR085W%3B ancestral locus Anc_2.477,  highly similar to uniprot|P14742 Saccharomyces"
YALI1_B28659g,2906704,7.1.2.1,Oxidative phosphorylation;Metabolic pathways,Oxidative phosphorylation;Metabolic pathways,True,True,False,highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase major isoform plasma membrane
YALI1_B30090g,2906747,4.1.1.21,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ADE2 (YOR128C)%3B ancestral locus Anc_5.455,  highly similar to uniprot|Q9P4V1 Candida boidinii Phosphor"
YALI1_B30181g,2906662,1.3.1.70,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ERG24 (YNL280C)%3B ancestral locus Anc_3.81,  similar to uniprot|P32462 Saccharomyces cerevisiae YNL280c"
YALI1_C02391g,2909112,4.1.1.37,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae HEM12 (YDR047W)%3B ancestral locus Anc_3.294,  similar to uniprot|P32347 Saccharomyces cerevisiae YDR047"
YALI1_C04265g,2909065,2.3.1.50,Sphingolipid metabolism;Metabolic pathways;Autophagy - yeast;Cornified envelope formation,Sphingolipid metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae LCB1 (YMR296C)%3B ancestral locus Anc_5.28,  similar to uniprot|Q96VQ7 Emericella nidulans Serine palmit"
YALI1_C06626g,2909557,2.4.2.17,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae HIS1 (YER055C)%3B ancestral locus Anc_7.232,  uniprot|Q99145 Yarrowia lipolytica ATP phosphoribosyltrans"
YALI1_C07638g,2909806,1.14.19.1,Biosynthesis of unsaturated fatty acids;Metabolic pathways;Fatty acid metabolism,Metabolic pathways;Fatty acid metabolism,True,True,False,similar to uniprot|Q12618 Ajellomyces capsulata Delta-9 fatty acid desaturase (EC 1.14.99.5) (Acyl-CoA desaturase) (Stearoyl-CoA desaturase)
YALI1_C07816g,2909236,2.3.1.37,"Glycine, serine and threonine metabolism;Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors","Glycine, serine and threonine metabolism;Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors",True,True,False,"similar to uniprot|Q9Y8A4 Aspergillus oryzae 5- aminolevulinic acid synthase (HEM1p homologue),similar to Saccharomyces cerevisiae HEM1 (YDR"
YALI1_C08262g,2909309,1.2.1.12,Glycolysis / Gluconeogenesis;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Glycolysis / Gluconeogenesis;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,highly similar to uniprot|Q9Y796 Cryptococcus curvatus Glyceraldehyde 3-phosphate dehydrogenase (EC 1.2. 1.12) (GAPDH)
YALI1_C08702g,2909316,2.7.7.13,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of nucleotide sugars,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of nucleotide sugars,True,True,False,"highly similar to uniprot|O93827 Candida albicans CaPSA1 Mannose-1-phosphate guanyltransferase (EC 2.7.7.13),similar to Saccharomyces cerevi"
YALI1_C09033g,2909222,4.2.1.2,Citrate cycle (TCA cycle);Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,Citrate cycle (TCA cycle);Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,True,True,False,"highly similar to uniprot|P55250 Rhizopus oryzae Fumarate hydratase mitochondrial precursor (EC 4.2.1.2) (Fumarase),similar to Saccharomyces"
YALI1_C09380g,2910038,6.3.2.51,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to DEHA0A10175g Debaryomyces hansenii IPF 7084.1,similar to Saccharomyces cerevisiae YIL083C%3B ancestral locus Anc_2.305"
YALI1_C09467g,2910043,4.3.2.10,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae HIS7 (YBR248C)%3B ancestral locus Anc_6.167,  similar to uniprot|P33734 Saccharomyces cerevisiae YBR248C"
YALI1_C12024g,2910017,1.1.1.157,Phenylalanine metabolism;Butanoate metabolism;Metabolic pathways;Carbon metabolism,Phenylalanine metabolism;Butanoate metabolism;Metabolic pathways;Carbon metabolism,True,True,False,similar to uniprot|Q9K6C9 Bacillus halodurans 3- hydroxybutyryl-CoA dehydrogenase
YALI1_C15297g,2909366,2.1.1.45,Pyrimidine metabolism;One carbon pool by folate;Metabolic pathways;Nucleotide metabolism;Folate transport and metabolism,Pyrimidine metabolism;One carbon pool by folate;Metabolic pathways,True,True,False,"highly similar to uniprot|P06785 Saccharomyces cerevisiae YOR074c CDC21 thymidylate synthase,similar to Saccharomyces cerevisiae CDC21 (YOR0"
YALI1_C15991g,2909424,2.1.3.15;6.3.4.14;6.4.1.2,Fatty acid biosynthesis;Pyruvate metabolism;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,Fatty acid biosynthesis;Pyruvate metabolism;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,True,True,False,similar to uniprot|Q00955 Saccharomyces cerevisiae YNR016C Acetyl-CoA carboxylase
YALI1_C16621g,2909273,5.1.3.1,Pentose phosphate pathway;Pentose and glucuronate interconversions;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Pentose phosphate pathway;Pentose and glucuronate interconversions;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae RPE1 (YJL121C)%3B ancestral locus Anc_1.234,  similar to uniprot|P46969 Saccharomyces cerevisiae YJL121c"
YALI1_C17947g,2909513,1.5.1.3,One carbon pool by folate;Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors;Folate transport and metabolism,One carbon pool by folate;Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae DFR1 (YOR236W)%3B ancestral locus Anc_8.657,  similar to uniprot|P07807 Saccharomyces cerevisiae YOR236w"
YALI1_C21487g,2909353,6.1.1.1,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,highly similar to uniprot|P36421 Saccharomyces cerevisiae YGR185C Tyrosyl-tRNA synthetase cytoplasmic (EC 6.1.1.1) (Tyrosyl--tRNA ligase) (T
YALI1_C25029g,2910006,6.3.2.3,Cysteine and methionine metabolism;Glutathione metabolism;Metabolic pathways;Biosynthesis of cofactors,Cysteine and methionine metabolism;Glutathione metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to uniprot|Q08220 Saccharomyces cerevisiae YOL049w GSH2 Glutathione synthetase,similar to Saccharomyces cerevisiae GSH2 (YOL049W)%3B"
YALI1_C25782g,2909983,6.1.1.20,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P08425 Saccharomyces cerevisiae YPR047w MSF1 phenylalanine--tRNA ligase alpha chain mitochondrial,similar to Saccharomyce"
YALI1_C26017g,2909963,2.5.1.82;2.5.1.83,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P18900 Saccharomyces cerevisiae YBR003w COQ1 hexaprenyl pyrophosphate synthetase precursor,similar to Saccharomyces cerev"
YALI1_C26036g,2909965,2.5.1.87,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P35196 Saccharomyces cerevisiae YBR002C Dehydrodolichyl diphosphate synthetase (EC 2.5.1.- ),similar to Saccharomyces cer"
YALI1_C27933g,2909892,1.1.1.100,Fatty acid biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors,Fatty acid biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors,True,True,False,some similarities with uniprot|Q02207 Saccharomyces cerevisiae YKR009c FOX2 hydratase-dehydrogenase-epimerase peroxisomal
YALI1_C32184g,2909608,2.4.1.109,Other types of O-glycan biosynthesis;Mannose type O-glycan biosynthesis;Metabolic pathways,Other types of O-glycan biosynthesis;Mannose type O-glycan biosynthesis;Metabolic pathways,True,True,False,"similar to uniprot|P31382 Saccharomyces cerevisiae YAL023c PMT2 mannosyltransferase,similar to Saccharomyces cerevisiae PMT2 (YAL023C) and P"
YALI1_C32276g,2909610,4.2.1.9,"Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids","Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae ILV3 (YJR016C)%3B ancestral locus Anc_5.138,  highly similar to uniprot|P39522 Saccharomyces cerevisiae "
YALI1_C33005g,2909603,6.3.5.5,"Arginine biosynthesis;Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors","Arginine biosynthesis;Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors",True,True,False,"similar to Saccharomyces cerevisiae CPA2 (YJR109C)%3B ancestral locus Anc_7.494,  highly similar to uniprot|P03965 Saccharomyces cerevisiae "
YALI1_C33299g,2909586,4.3.3.6,Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of cofactors,Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,similar to uniprot|Q03148 Saccharomyces cerevisiae YMR096w SNZ1 stationary phase protein
YALI1_D01188g,2910416,1.1.1.3,"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae HOM6 (YJR139C)%3B ancestral locus Anc_4.374,  similar to uniprot|P31116 Saccharomyces cerevisiae YJR139c"
YALI1_D03865g,2910560,2.1.2.2,Purine metabolism;One carbon pool by folate;Metabolic pathways;Biosynthesis of secondary metabolites,Purine metabolism;One carbon pool by folate;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P04161 Saccharomyces cerevisiae YDR408c ADE8 phosphoribosylglycinamide formyltransferase (GART),similar to Saccharomyces "
YALI1_D03952g,2910563,1.1.1.86,"Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids","Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae ILV5 (YLR355C)%3B ancestral locus Anc_4.190,  highly similar to uniprot|P06168 Saccharomyces cerevisiae "
YALI1_D04055g,2910565,2.4.1.16,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,True,True,False,similar to uniprot|Q9C164 Aspergillus oryzae Chitin synthase
YALI1_D04566g,2910581,6.1.1.10,Selenocompound metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways,Selenocompound metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae MSM1 (YGR171C)%3B ancestral locus Anc_5.176,  similar to uniprot|P22438 Saccharomyces cerevisiae YGR171c"
YALI1_D05038g,2911056,2.3.1.297,Sphingolipid metabolism;Metabolic pathways,Sphingolipid metabolism;Metabolic pathways,True,True,False,uniprot|Q874C3 Yarrowia lipolytica Longevity- assurance protein
YALI1_D06380g,2910663,1.6.2.2,Biosynthesis of various nucleotide sugars,Biosynthesis of various nucleotide sugars,True,True,False,similar to uniprot|P38626 Saccharomyces cerevisiae YIL043c CBR1 cytochrome-b5 reductase
YALI1_D07089g,2910292,7.1.1.2,Oxidative phosphorylation;Metabolic pathways,Oxidative phosphorylation;Metabolic pathways,True,True,False,uniprot|Q9UUU3 Yarrowia lipolytica NUAM protein precursor
YALI1_D07981g,2910864,3.1.2.4,"Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Propanoate metabolism;Metabolic pathways;Carbon metabolism","Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Propanoate metabolism;Metabolic pathways;Carbon metabolism",True,True,False,"similar to Saccharomyces cerevisiae EHD3 (YDR036C)%3B ancestral locus Anc_3.271,  similar to uniprot|Q9C251 Neurospora crassa Related to eno"
YALI1_D08000g,2910865,1.14.18.5;1.14.19.17,Sphingolipid metabolism;Metabolic pathways,Sphingolipid metabolism;Metabolic pathways,True,True,False,similar to uniprot|O59715 Schizosaccharomyces pombe Putative fatty acid desaturase
YALI1_D08050g,2910867,2.4.1.83,N-Glycan biosynthesis;Metabolic pathways,N-Glycan biosynthesis;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae DPM1 (YPR183W)%3B ancestral locus Anc_7.540,  highly similar to uniprot|Q9HGE2 Trichoderma reesei Mannos"
YALI1_D08082g,2910868,1.1.1.41,Citrate cycle (TCA cycle);Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,Citrate cycle (TCA cycle);Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,True,True,False,highly similar to uniprot|P28241 Saccharomyces cerevisiae YOR136w IDH2 isocitrate dehydrogenase
YALI1_D08339g,2910491,1.1.1.302,Riboflavin metabolism;Metabolic pathways;Biosynthesis of cofactors,Riboflavin metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to uniprot|P33312 Saccharomyces cerevisiae Saccharomyces cerevisiae YBR153w RIB7 5-amino-6-(5- phosphoribosylamino)uracil reductase,"
YALI1_D10930g,2910708,2.7.8.8,"Glycine, serine and threonine metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","Glycine, serine and threonine metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",True,True,False,"similar to Saccharomyces cerevisiae CHO1 (YER026C)%3B ancestral locus Anc_3.513,  similar to uniprot|P08456 Saccharomyces cerevisiae YER026c"
YALI1_D11015g,2910710,2.4.1.131,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,True,True,False,"weakly similar to uniprot|P53954 Saccharomyces cerevisiae YNL048w ALG11 required for asparagine-linked glycosylation,similar to Saccharomyce"
YALI1_D11984g,2910842,4.2.1.3,Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,True,True,False,highly similar to uniprot|P19414 Saccharomyces cerevisiae YLR304C Aconitate hydratase mitochondrial precursor (EC 4.2.1.3) (Citrate hydro-ly
YALI1_D12493g,2910925,1.14.13.9,Tryptophan metabolism;Metabolic pathways;Biosynthesis of cofactors;Peroxisome - yeast,Tryptophan metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae BNA4 (YBL098W)%3B ancestral locus Anc_7.429,  similar to uniprot|P38169 Saccharomyces cerevisiae YBL098w"
YALI1_D14260g,2910350,1.3.5.1,Citrate cycle (TCA cycle);Oxidative phosphorylation;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,Citrate cycle (TCA cycle);Oxidative phosphorylation;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,True,True,False,"similar to Saccharomyces cerevisiae YJL045W and SDH1 (YKL148C)%3B ancestral locus Anc_5.253,  similar to uniprot|P47052 Saccharomyces cerevi"
YALI1_D14532g,2910365,2.7.2.4,"Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids","Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae HOM3 (YER052C)%3B ancestral locus Anc_7.226,  similar to uniprot|P10869 Saccharomyces cerevisiae YER052c"
YALI1_D16290g,2910811,5.4.2.8,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of nucleotide sugars,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of nucleotide sugars,True,True,False,"similar to Saccharomyces cerevisiae SEC53 (YFL045C)%3B ancestral locus Anc_8.9,  highly similar to uniprot|P31353 Candida albicans Phosphoma"
YALI1_D16809g,2910253,1.2.1.11,"Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids","Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae HOM2 (YDR158W)%3B ancestral locus Anc_8.338,  highly similar to uniprot|P13663 Saccharomyces cerevisiae "
YALI1_D17983g,2911326,2.5.1.58,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae RAM1 (YDL090C)%3B ancestral locus Anc_2.366,  similar to uniprot|P22007 Saccharomyces cerevisiae YDL090c"
YALI1_D18130g,2911331,2.1.3.3,Arginine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Arginine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to uniprot|P05150 Saccharomyces cerevisiae YJL088w ARG3 ornithine carbamoyltransferase,similar to Saccharomyces cerevisiae ARG3 (YJL"
YALI1_D18577g,2910753,6.1.1.16,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P53852 Saccharomyces cerevisiae YNL247w cysteinyl-tRNA synthetase,similar to Saccharomyces cerevisiae YNL247W%3B ancestra"
YALI1_D19110g,2910171,6.1.1.15,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P78600 Candida albicans Prolyl- tRNA synthetase cytoplasmic,similar to Saccharomyces cerevisiae YER087W%3B ancestral locu"
YALI1_D20222g,2910306,2.7.1.11,Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;RNA degradation,Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,uniprot|P59680 Yarrowia lipolytica 6- phosphofructokinase
YALI1_D20473g,2910204,6.1.1.20,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae FRS2 (YFL022C)%3B ancestral locus Anc_8.52,  similar to uniprot|P15625 Saccharomyces cerevisiae YFL022c "
YALI1_D20676g,2910208,1.1.1.37,Citrate cycle (TCA cycle);Cysteine and methionine metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Peroxisome - yeast,Citrate cycle (TCA cycle);Cysteine and methionine metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,True,True,False,"highly similar to uniprot|Q8TG27 Talaromyces emersonii Malate dehydrogenase precursor mitochondrial,similar to Saccharomyces cerevisiae MDH1"
YALI1_D24361g,2911155,1.3.1.71,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ERG4 (YGL012W)%3B ancestral locus Anc_4.112,  similar to uniprot|P36209 Schizosaccharomyces pombe Delta("
YALI1_D25450g,2911199,2.3.1.4,Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars,Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars,True,True,False,"similar to Saccharomyces cerevisiae GNA1 (YFL017C)%3B ancestral locus Anc_8.58,  similar to uniprot|O93806 Candida albicans Glucosamine 6- p"
YALI1_D26360g,2910150,1.8.1.4,"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Glycine, serine and threonine metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;One carbon pool by folate;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors","Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Glycine, serine and threonine metabolism;Valine, leucine and isoleucine degradation;Lysine degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;One carbon pool by folate;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors",True,True,False,"similar to Saccharomyces cerevisiae LPD1 (YFL018C) and YPL017C%3B ancestral locus Anc_8.56,  similar to uniprot|P09624 Saccharomyces cerevis"
YALI1_D27148g,2910339,1.1.1.205,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,similar to CA1245|CaIMH3 Candida albicans IMP dehydrogenase
YALI1_D27274g,2910271,4.1.1.65,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,similar to uniprot|P39006 Saccharomyces cerevisiae YNL169C Phosphatidylserine decarboxylase proenzyme 1 mitochondrial precursor (EC 4.1.1.65
YALI1_D29481g,2910249,1.5.1.10,Lysine biosynthesis;Lysine degradation;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Lysine biosynthesis;Lysine degradation;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae LYS9 (YNR050C)%3B ancestral locus Anc_6.376,  highly similar to uniprot|P38999 Saccharomyces cerevisiae "
YALI1_D30256g,2910329,1.3.5.1,Citrate cycle (TCA cycle);Oxidative phosphorylation;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,Citrate cycle (TCA cycle);Oxidative phosphorylation;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,True,True,False,"similar to Saccharomyces cerevisiae SDH2 (YLL041C)%3B ancestral locus Anc_4.13,  highly similar to uniprot|P21801 Saccharomyces cerevisiae Y"
YALI1_D30570g,2910878,6.1.1.6,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae MSK1 (YNL073W)%3B ancestral locus Anc_2.223,  similar to uniprot|O74858 Schizosaccharomyces pombe Lysyl-"
YALI1_D30618g,2910880,2.3.1.12,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,True,True,False,similar to uniprot|P12695 Saccharomyces cerevisiae YNL071W Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex mi
YALI1_D33780g,2910907,2.7.1.33,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae YDR531W%3B ancestral locus Anc_1.18,  similar to uniprot|O93921 Emericella nidulans Pantothenate kinase "
