model_gene,yali1_s2,yali0,category,n_reactions
YALI1D02444g,YALI1_D02444g,YALI0D02167g,has_YALI0,6
YALI1D02781g,YALI1_D02781g,YALI0D02321g,has_YALI0,1
YALI1D03047g,YALI1_D03047g,YALI0D02497g,has_YALI0,1
YALI1D03221g,YALI1_D03221g,YALI0D02629g,has_YALI0,2
YALI1D03865g,YALI1_D03865g,YALI0D03069g,has_YALI0,2
YALI1D03952g,YALI1_D03952g,YALI0D03135g,has_YALI0,2
YALI1D04055g,YALI1_D04055g,YALI0D03179g,has_YALI0,1
YALI1D04261g,YALI1_D04261g,YALI0D03333g,has_YALI0,6
YALI1D04432g,YALI1_D04432g,YALI0D03480g,has_YALI0,2
YALI1D04566g,YALI1_D04566g,YALI0D03619g,has_YALI0,1
YALI1D05038g,YALI1_D05038g,YALI0D04026g,has_YALI0,5
YALI1D05111g,YALI1_D05111g,YALI0D04092g,has_YALI0,3
YALI1D05270g,YALI1_D05270g,YALI0D04202g,has_YALI0,1
YALI1D05320g,YALI1_D05320g,YALI0D04246g,has_YALI0,11
YALI1D05440g,YALI1_D05440g,YALI0D04378g,has_YALI0,1
YALI1D05474g,YALI1_D05474g,YALI0D04422g,has_YALI0,4
YALI1D05873g,YALI1_D05873g,YALI0D04741g,has_YALI0,2
YALI1D06302g,YALI1_D06302g,YALI0D04939g,has_YALI0,3
YALI1D06380g,YALI1_D06380g,YALI0D04983g,has_YALI0,3
YALI1D06883g,YALI1_D06883g,YALI0D05335g,has_YALI0,1
YALI1D07089g,YALI1_D07089g,YALI0D05467g,has_YALI0,3
YALI1D07232g,YALI1_D07232g,YALI0D05621g,has_YALI0,3
YALI1D07451g,YALI1_D07451g,YALI0D05797g,has_YALI0,1
YALI1D07486g,YALI1_D07486g,YALI0D05819g,has_YALI0,1
YALI1D07665g,YALI1_D07665g,YALI0D05995g,has_YALI0,4
YALI1D07696g,YALI1_D07696g,YALI0D06017g,has_YALI0,1
YALI1D07981g,YALI1_D07981g,YALI0D06215g,has_YALI0,1
YALI1D08000g,YALI1_D08000g,YALI0D06237g,has_YALI0,6
YALI1D08050g,YALI1_D08050g,YALI0D06281g,has_YALI0,2
YALI1D08082g,YALI1_D08082g,YALI0D06303g,has_YALI0,1
YALI1D08125g,YALI1_D08125g,YALI0D06325g,has_YALI0,1
YALI1D08205g,YALI1_D08205g,YALI0D06413g,has_YALI0,8
YALI1D08339g,YALI1_D08339g,YALI0D06501g,has_YALI0,1
YALI1D08734g,YALI1_D08734g,YALI0D06798g,has_YALI0,1
YALI1D08884g,YALI1_D08884g,YALI0D06930g,has_YALI0,3
YALI1D08946g,YALI1_D08946g,YALI0D06974g,has_YALI0,2
YALI1D09034g,YALI1_D09034g,YALI0D07062g,has_YALI0,1
YALI1D09203g,YALI1_D09203g,YALI0D07216g,has_YALI0,3
YALI1D09420g,YALI1_D09420g,YALI0D07370g,has_YALI0,2
YALI1D09453g,YALI1_D09453g,YALI0D07392g,has_YALI0,3
YALI1D09712g,YALI1_D09712g,YALI0D07535g,has_YALI0,1
YALI1D09870g,YALI1_D09870g,YALI0D07634g,has_YALI0,4
YALI1D10197g,YALI1_D10197g,YALI0D07942g,has_YALI0,10
YALI1D10264g,YALI1_D10264g,YALI0D07986g,has_YALI0,2
YALI1D10495g,YALI1_D10495g,YALI0D08206g,has_YALI0,9
YALI1D10535g,YALI1_D10535g,YALI0D08228g,has_YALI0,1
YALI1D10768g,YALI1_D10768g,YALI0D08382g,has_YALI0,3
YALI1D10930g,YALI1_D10930g,YALI0D08514g,has_YALI0,1
YALI1D11015g,YALI1_D11015g,YALI0D08558g,has_YALI0,1
YALI1D11159g,YALI1_D11159g,YALI0D08690g,has_YALI0,4
YALI1D11686g,YALI1_D11686g,YALI0D09229g,has_YALI0,1
YALI1D11769g,YALI1_D11769g,YALI0D09273g,has_YALI0,6
YALI1D11810g,YALI1_D11810g,YALI0D09295g,has_YALI0,2
YALI1D11984g,YALI1_D11984g,YALI0D09361g,has_YALI0,4
YALI1D12493g,YALI1_D12493g,YALI0D09867g,has_YALI0,1
YALI1D12723g,YALI1_D12723g,YALI0D10043g,has_YALI0,1
YALI1D12832g,YALI1_D12832g,YALI0D10131g,has_YALI0,4
YALI1D13238g,YALI1_D13238g,YALI0D10593g,has_YALI0,1
YALI1D13510g,YALI1_D13510g,YALI0D10813g,has_YALI0,1
YALI1D13963g,YALI1_D13963g,YALI0D11110g,has_YALI0,2
YALI1D14058g,YALI1_D14058g,YALI0D11176g,has_YALI0,1
YALI1D14199g,YALI1_D14199g,YALI0D11330g,has_YALI0,3
YALI1D14260g,YALI1_D14260g,YALI0D11374g,has_YALI0,1
YALI1D14532g,YALI1_D14532g,YALI0D11704g,has_YALI0,1
YALI1D14639g,YALI1_D14639g,YALI0D11814g,has_YALI0,1
YALI1D14670g,YALI1_D14670g,YALI0D11836g,has_YALI0,2
YALI1D15030g,YALI1_D15030g,YALI0D12100g,has_YALI0,1
YALI1D15063g,YALI1_D15063g,YALI0D12122g,has_YALI0,3
YALI1D15398g,YALI1_D15398g,YALI0D12386g,has_YALI0,1
YALI1D15424g,YALI1_D15424g,YALI0D12400g,has_YALI0,1
YALI1D15734g,YALI1_D15734g,YALI0D12584g,has_YALI0,1
YALI1D15848g,YALI1_D15848g,YALI0D12661g,has_YALI0,2
YALI1D16144g,YALI1_D16144g,YALI0D13002g,has_YALI0,1
YALI1D16151g,YALI1_D16151g,YALI0D13024g,has_YALI0,1
YALI1D16290g,YALI1_D16290g,YALI0D13112g,has_YALI0,1
YALI1D16809g,YALI1_D16809g,YALI0D13596g,has_YALI0,1
YALI1D17299g,YALI1_D17299g,YALI0D13970g,has_YALI0,1
YALI1D17462g,YALI1_D17462g,YALI0D14300g,has_YALI0,1
YALI1D17482g,YALI1_D17482g,YALI0D14322g,has_YALI0,4
YALI1D17620g,YALI1_D17620g,YALI0D14476g,has_YALI0,2
YALI1D17983g,YALI1_D17983g,YALI0D14762g,has_YALI0,2
YALI1D18037g,YALI1_D18037g,YALI0D14850g,has_YALI0,14
YALI1D18130g,YALI1_D18130g,YALI0D14894g,has_YALI0,1
YALI1D18577g,YALI1_D18577g,YALI0D15268g,has_YALI0,1
YALI1D18845g,YALI1_D18845g,YALI0D15400g,has_YALI0,1
YALI1D18890g,YALI1_D18890g,YALI0D15422g,has_YALI0,10
YALI1D19108g,YALI1_D19108g,YALI0D15598g,has_YALI0,1
YALI1D19110g,YALI1_D19110g,YALI0D15620g,has_YALI0,1
YALI1D19951g,YALI1_D19951g,YALI0D16137g,has_YALI0,1
YALI1D20061g,YALI1_D20061g,YALI0D16269g,has_YALI0,1
YALI1D20222g,YALI1_D20222g,YALI0D16357g,has_YALI0,2
YALI1D20257g,YALI1_D20257g,YALI0D16379g,has_YALI0,2
YALI1D20359g,YALI1_D20359g,YALI0D16445g,has_YALI0,0
YALI1D20473g,YALI1_D20473g,YALI0D16643g,has_YALI0,1
YALI1D20676g,YALI1_D20676g,YALI0D16753g,has_YALI0,2
YALI1D20706g,YALI1_D20706g,YALI0D16797g,has_YALI0,1
YALI1D21022g,YALI1_D21022g,YALI0D17050g,has_YALI0,2
YALI1D21023g,YALI1_D21023g,YALI0D17072g,has_YALI0,2
YALI1D21408g,YALI1_D21408g,YALI0D17402g,has_YALI0,2
YALI1D21511g,YALI1_D21511g,YALI0D17534g,has_YALI0,3
YALI1D21543g,YALI1_D21543g,YALI0D17556g,has_YALI0,21
YALI1D21631g,YALI1_D21631g,YALI0D17688g,has_YALI0,3
YALI1D22083g,YALI1_D22083g,YALI0D17842g,has_YALI0,1
YALI1D22124g,YALI1_D22124g,YALI0D17864g,has_YALI0,24
YALI1D22237g,YALI1_D22237g,YALI0D17930g,has_YALI0,1
YALI1D22274g,YALI1_D22274g,YALI0D17974g,has_YALI0,3
YALI1D22834g,YALI1_D22834g,YALI0D18271g,has_YALI0,1
YALI1D22906g,YALI1_D22906g,YALI0D18337g,has_YALI0,1
YALI1D22997g,YALI1_D22997g,YALI0D18381g,has_YALI0,1
YALI1D23067g,YALI1_D23067g,YALI0D18403g,has_YALI0,1
YALI1D23128g,YALI1_D23128g,YALI0D18458g,has_YALI0,60
YALI1D23237g,YALI1_D23237g,YALI0D18568g,has_YALI0,1
YALI1D23885g,YALI1_D23885g,YALI0D18876g,has_YALI0,2
YALI1D23995g,YALI1_D23995g,YALI0D18920g,has_YALI0,1
YALI1D24109g,YALI1_D24109g,YALI0D19030g,has_YALI0,3
YALI1D24249g,YALI1_D24249g,YALI0D19140g,has_YALI0,2
YALI1D24333g,YALI1_D24333g,YALI0D19184g,has_YALI0,2
YALI1D24361g,YALI1_D24361g,YALI0D19206g,has_YALI0,1
YALI1D24649g,YALI1_D24649g,YALI0D19426g,has_YALI0,1
YALI1D25037g,YALI1_D25037g,YALI0D19756g,has_YALI0,1
YALI1D25359g,YALI1_D25359g,YALI0D20064g,has_YALI0,3
YALI1D25400g,YALI1_D25400g,YALI0D20108g,has_YALI0,4
YALI1D25450g,YALI1_D25450g,YALI0D20152g,has_YALI0,1
YALI1D25664g,YALI1_D25664g,YALI0D20262g,has_YALI0,6
YALI1D26320g,YALI1_D26320g,YALI0D20724g,has_YALI0,1
YALI1D26360g,YALI1_D26360g,YALI0D20768g,has_YALI0,13
YALI1D26438g,YALI1_D26438g,YALI0D20834g,has_YALI0,3
YALI1D26496g,YALI1_D26496g,YALI0D20878g,has_YALI0,1
YALI1D26610g,YALI1_D26610g,YALI0D21010g,has_YALI0,1
YALI1D26639g,YALI1_D26639g,YALI0D21032g,has_YALI0,2
YALI1D27148g,YALI1_D27148g,YALI0D21530g,has_YALI0,1
YALI1D27274g,YALI1_D27274g,YALI0D21604g,has_YALI0,1
YALI1D27808g,YALI1_D27808g,YALI0D22000g,has_YALI0,3
YALI1D27826g,YALI1_D27826g,YALI0D22022g,has_YALI0,1
YALI1D28087g,YALI1_D28087g,YALI0D22264g,has_YALI0,1
YALI1D28351g,YALI1_D28351g,YALI0D22396g,has_YALI0,1
YALI1D28569g,YALI1_D28569g,YALI0D22484g,has_YALI0,2
YALI1D29419g,YALI1_D29419g,YALI0D22847g,has_YALI0,1
YALI1D29481g,YALI1_D29481g,YALI0D22891g,has_YALI0,1
YALI1D29523g,YALI1_D29523g,YALI0D22913g,has_YALI0,2
YALI1D30196g,YALI1_D30196g,YALI0D23331g,has_YALI0,1
YALI1D30256g,YALI1_D30256g,YALI0D23397g,has_YALI0,1
YALI1D30570g,YALI1_D30570g,YALI0D23639g,has_YALI0,1
YALI1D30618g,YALI1_D30618g,YALI0D23683g,has_YALI0,1
YALI1D31719g,YALI1_D31719g,YALI0D24189g,has_YALI0,1
YALI1D32209g,YALI1_D32209g,YALI0D24409g,has_YALI0,2
YALI1D32268g,YALI1_D32268g,YALI0D24431g,has_YALI0,1
YALI1D32550g,YALI1_D32550g,YALI0D24585g,has_YALI0,3
YALI1D32568g,YALI1_D32568g,YALI0D24607g,has_YALI0,4
YALI1D32594g,YALI1_D32594g,YALI0D24629g,has_YALI0,8
YALI1D32619g,YALI1_D32619g,YALI0D24651g,has_YALI0,3
YALI1D32754g,YALI1_D32754g,YALI0D24750g,has_YALI0,10
YALI1D33380g,YALI1_D33380g,YALI0D25168g,has_YALI0,4
YALI1D33465g,YALI1_D33465g,YALI0D25234g,has_YALI0,1
YALI1D33780g,YALI1_D33780g,YALI0D25476g,has_YALI0,3
YALI1D33889g,YALI1_D33889g,YALI0D25564g,has_YALI0,1
YALI1D33961g,YALI1_D33961g,YALI0D25630g,has_YALI0,9
YALI1D34149g,YALI1_D34149g,YALI0D25828g,has_YALI0,3
YALI1D34288g,YALI1_D34288g,YALI0D25938g,has_YALI0,1
YALI1D34529g,YALI1_D34529g,YALI0D26147g,has_YALI0,3
YALI1D34865g,YALI1_D34865g,YALI0D26367g,has_YALI0,1
YALI1D35593g,YALI1_D35593g,YALI0D27016g,has_YALI0,2
YALI1D35735g,YALI1_D35735g,YALI0D27126g,has_YALI0,2
YALI1D35787g,YALI1_D35787g,YALI0D27170g,has_YALI0,1
YALI1E00574g,YALI1_E00574g,YALI0E00242g,has_YALI0,4
YALI1E00588g,YALI1_E00588g,YALI0E00264g,has_YALI0,14
YALI1E00760g,YALI1_E00760g,YALI0E00418g,has_YALI0,1
YALI1E00907g,YALI1_E00907g,YALI0E00528g,has_YALI0,12
YALI1E01019g,YALI1_E01019g,YALI0E00638g,has_YALI0,3
YALI1E01159g,YALI1_E01159g,YALI0E00770g,has_YALI0,1
YALI1E01235g,YALI1_E01235g,YALI0E00836g,has_YALI0,1
YALI1E01589g,YALI1_E01589g,YALI0E01056g,has_YALI0,6
YALI1E01793g,YALI1_E01793g,YALI0E01254g,has_YALI0,1
YALI1E02413g,YALI1_E02413g,YALI0E01892g,has_YALI0,1
YALI1E02616g,YALI1_E02616g,YALI0E02090g,has_YALI0,2
YALI1E02678g,YALI1_E02678g,YALI0E02156g,has_YALI0,1
YALI1E02832g,YALI1_E02832g,YALI0E02244g,has_YALI0,1
YALI1E02885g,YALI1_E02885g,YALI0E02288g,has_YALI0,1
YALI1E02906g,YALI1_E02906g,YALI0E02310g,has_YALI0,1
YALI1E03039g,YALI1_E03039g,YALI0E02398g,has_YALI0,1
YALI1E03300g,YALI1_E03300g,YALI0E02684g,has_YALI0,3
YALI1E03387g,YALI1_E03387g,YALI0E02728g,has_YALI0,2
YALI1E03623g,YALI1_E03623g,YALI0E03058g,has_YALI0,2
YALI1E03762g,YALI1_E03762g,YALI0E03146g,has_YALI0,2
YALI1E03870g,YALI1_E03870g,YALI0E03212g,has_YALI0,3
YALI1E04744g,YALI1_E04744g,YALI0E03960g,has_YALI0,1
YALI1E04823g,YALI1_E04823g,YALI0E04048g,has_YALI0,1
YALI1E05004g,YALI1_E05004g,YALI0E04169g,has_YALI0,3
YALI1E05074g,YALI1_E05074g,YALI0E04202g,has_YALI0,1
YALI1E05103g,YALI1_E05103g,YALI0E04224g,has_YALI0,2
YALI1E05180g,YALI1_E05180g,YALI0E04312g,has_YALI0,1
YALI1E05701g,YALI1_E05701g,YALI0E04763g,has_YALI0,2
YALI1E05731g,YALI1_E05731g,YALI0E04807g,has_YALI0,1
YALI1E05833g,YALI1_E05833g,YALI0E04939g,has_YALI0,1
YALI1E05907g,YALI1_E05907g,YALI0E05005g,has_YALI0,1
YALI1E05929g,YALI1_E05929g,YALI0E05027g,has_YALI0,1
YALI1E05963g,YALI1_E05963g,YALI0E05049g,has_YALI0,1
YALI1E06015g,YALI1_E06015g,YALI0E05137g,has_YALI0,1
YALI1E06056g,YALI1_E06056g,YALI0E05203g,has_YALI0,1
YALI1E06573g,YALI1_E06573g,YALI0E05599g,has_YALI0,3
YALI1E06759g,YALI1_E06759g,YALI0E05753g,has_YALI0,3
YALI1E07121g,YALI1_E07121g,YALI0E05929g,has_YALI0,1
YALI1E07347g,YALI1_E07347g,YALI0E06061g,has_YALI0,1
YALI1E07506g,YALI1_E07506g,YALI0E06193g,has_YALI0,1
YALI1E07601g,YALI1_E07601g,YALI0E06413g,has_YALI0,2
YALI1E07676g,YALI1_E07676g,YALI0E06457g,has_YALI0,1
YALI1E07744g,YALI1_E07744g,YALI0E06479g,has_YALI0,2
YALI1E07899g,YALI1_E07899g,YALI0E06567g,has_YALI0,1
YALI1E08382g,YALI1_E08382g,YALI0E07073g,has_YALI0,2
YALI1E08530g,YALI1_E08530g,YALI0E07161g,has_YALI0,1
YALI1E08575g,YALI1_E08575g,YALI0E07205g,has_YALI0,3
YALI1E08620g,YALI1_E08620g,YALI0E07271g,has_YALI0,3
YALI1E08937g,YALI1_E08937g,YALI0E07535g,has_YALI0,1
YALI1E09329g,YALI1_E09329g,YALI0E07766g,has_YALI0,9
YALI1E10210g,YALI1_E10210g,YALI0E08360g,has_YALI0,1
YALI1E10364g,YALI1_E10364g,YALI0E08536g,has_YALI0,4
YALI1E10492g,YALI1_E10492g,YALI0E08617g,has_YALI0,2
YALI1E10951g,YALI1_E10951g,YALI0E08969g,has_YALI0,1
YALI1E11255g,YALI1_E11255g,YALI0E09108g,has_YALI0,2
YALI1E11415g,YALI1_E11415g,YALI0E09276g,has_YALI0,1
YALI1E11510g,YALI1_E11510g,YALI0E09306g,has_YALI0,1
YALI1E11768g,YALI1_E11768g,YALI0E09493g,has_YALI0,2
YALI1E11943g,YALI1_E11943g,YALI0E09603g,has_YALI0,1
YALI1E12482g,YALI1_E12482g,YALI0E09933g,has_YALI0,2
YALI1E12730g,YALI1_E12730g,YALI0E10144g,has_YALI0,1
YALI1E12893g,YALI1_E12893g,YALI0E10219g,has_YALI0,23
YALI1E12987g,YALI1_E12987g,YALI0E10307g,has_YALI0,3
YALI1E13223g,YALI1_E13223g,YALI0E10417g,has_YALI0,1
YALI1E13329g,YALI1_E13329g,YALI0E10483g,has_YALI0,3
YALI1E13514g,YALI1_E13514g,YALI0E10637g,has_YALI0,5
YALI1E13899g,YALI1_E13899g,YALI0E11099g,has_YALI0,1
YALI1E14125g,YALI1_E14125g,YALI0E11355g,has_YALI0,2
YALI1E14153g,YALI1_E14153g,YALI0E11385g,has_YALI0,2
YALI1E14316g,YALI1_E14316g,YALI0E11495g,has_YALI0,1
YALI1E14505g,YALI1_E14505g,YALI0E11671g,has_YALI0,1
YALI1E14619g,YALI1_E14619g,YALI0E11847g,has_YALI0,3
YALI1E14709g,YALI1_E14709g,YALI0E11913g,has_YALI0,1
YALI1E14925g,YALI1_E14925g,YALI0E12089g,has_YALI0,1
YALI1E15432g,YALI1_E15432g,YALI0E12441g,has_YALI0,2
YALI1E15452g,YALI1_E15452g,YALI0E12463g,has_YALI0,4
YALI1E15555g,YALI1_E15555g,YALI0E12573g,has_YALI0,1
YALI1E15606g,YALI1_E15606g,YALI0E12628g,has_YALI0,1
YALI1E15659g,YALI1_E15659g,YALI0E12683g,has_YALI0,2
YALI1E15804g,YALI1_E15804g,YALI0E12837g,has_YALI0,1
YALI1E16002g,YALI1_E16002g,YALI0E13057g,has_YALI0,2
YALI1E16068g,YALI1_E16068g,YALI0E13123g,has_YALI0,2
YALI1E16694g,YALI1_E16694g,YALI0E13662g,has_YALI0,1
YALI1E17162g,YALI1_E17162g,YALI0E14102g,has_YALI0,1
YALI1E17214g,YALI1_E17214g,YALI0E14190g,has_YALI0,4
YALI1E17258g,YALI1_E17258g,YALI0E14234g,has_YALI0,1
YALI1E17326g,YALI1_E17326g,YALI0E14256g,has_YALI0,1
YALI1E17355g,YALI1_E17355g,YALI0E14322g,has_YALI0,2
YALI1E17431g,YALI1_E17431g,YALI0E14443g,has_YALI0,2
YALI1E17574g,YALI1_E17574g,YALI0E14597g,has_YALI0,1
YALI1E17616g,YALI1_E17616g,YALI0E14685g,has_YALI0,1
YALI1E17699g,YALI1_E17699g,YALI0E14729g,has_YALI0,4
YALI1E17754g,YALI1_E17754g,YALI0E14751g,has_YALI0,1
YALI1E17935g,YALI1_E17935g,YALI0E14949g,has_YALI0,3
YALI1E18121g,YALI1_E18121g,YALI0E15081g,has_YALI0,1
YALI1E18171g,YALI1_E18171g,YALI0E15125g,has_YALI0,1
YALI1E18242g,YALI1_E18242g,YALI0E15180g,has_YALI0,1
YALI1E18269g,YALI1_E18269g,YALI0E15224g,has_YALI0,5
YALI1E18441g,YALI1_E18441g,YALI0E15378g,has_YALI0,37
YALI1E18480g,YALI1_E18480g,YALI0E15400g,has_YALI0,6
YALI1E18539g,YALI1_E18539g,YALI0E15488g,has_YALI0,2
YALI1E18927g,YALI1_E18927g,YALI0E15708g,has_YALI0,2
YALI1E18961g,YALI1_E18961g,YALI0E15730g,has_YALI0,2
YALI1E19014g,YALI1_E19014g,YALI0E15818g,has_YALI0,6
YALI1E19036g,YALI1_E19036g,YALI0E15840g,has_YALI0,1
YALI1E19172g,YALI1_E19172g,YALI0E16016g,has_YALI0,11
YALI1E19263g,YALI1_E19263g,YALI0E16060g,has_YALI0,9
YALI1E19557g,YALI1_E19557g,YALI0E16346g,has_YALI0,2
YALI1E19603g,YALI1_E19603g,YALI0E16368g,has_YALI0,1
YALI1E19647g,YALI1_E19647g,YALI0E16434g,has_YALI0,20
YALI1E19682g,YALI1_E19682g,YALI0E16478g,has_YALI0,4
YALI1E19852g,YALI1_E19852g,YALI0E16643g,has_YALI0,3
YALI1E19902g,YALI1_E19902g,YALI0E16709g,has_YALI0,1
YALI1E19958g,YALI1_E19958g,YALI0E16753g,has_YALI0,3
YALI1E20016g,YALI1_E20016g,YALI0E16775g,has_YALI0,2
YALI1E20049g,YALI1_E20049g,YALI0E16797g,has_YALI0,2
YALI1E20159g,YALI1_E20159g,YALI0E16907g,has_YALI0,2
YALI1E20192g,YALI1_E20192g,YALI0E16929g,has_YALI0,3
YALI1E20626g,YALI1_E20626g,YALI0E17347g,has_YALI0,4
YALI1E20666g,YALI1_E20666g,YALI0E17391g,has_YALI0,1
YALI1E20751g,YALI1_E20751g,YALI0E17479g,has_YALI0,1
YALI1E20766g,YALI1_E20766g,YALI0E17545g,has_YALI0,1
YALI1E20885g,YALI1_E20885g,YALI0E17633g,has_YALI0,1
YALI1E21128g,YALI1_E21128g,YALI0E17787g,has_YALI0,4
YALI1E21230g,YALI1_E21230g,YALI0E17919g,has_YALI0,1
YALI1E21312g,YALI1_E21312g,YALI0E17963g,has_YALI0,2
YALI1E21345g,YALI1_E21345g,YALI0E17985g,has_YALI0,2
YALI1E21406g,YALI1_E21406g,YALI0E18029g,has_YALI0,3
YALI1E21478g,YALI1_E21478g,YALI0E18095g,has_YALI0,3
YALI1E21552g,YALI1_E21552g,YALI0E18139g,has_YALI0,1
YALI1E21915g,YALI1_E21915g,YALI0E18238g,has_YALI0,3
YALI1E21983g,YALI1_E21983g,YALI0E18282g,has_YALI0,1
YALI1E22041g,YALI1_E22041g,YALI0E18348g,has_YALI0,3
YALI1E22238g,YALI1_E22238g,YALI0E18568g,has_YALI0,19
YALI1E22262g,YALI1_E22262g,YALI0E18590g,has_YALI0,2
YALI1E22303g,YALI1_E22303g,YALI0E18634g,has_YALI0,2
YALI1E22633g,YALI1_E22633g,YALI0E18898g,has_YALI0,2
YALI1E22718g,YALI1_E22718g,YALI0E18942g,has_YALI0,1
YALI1E22736g,YALI1_E22736g,YALI0E18964g,has_YALI0,2
YALI1E23635g,YALI1_E23635g,YALI0E19723g,has_YALI0,1
YALI1E23809g,YALI1_E23809g,YALI0E19921g,has_YALI0,1
YALI1E23988g,YALI1_E23988g,YALI0E20163g,has_YALI0,1
YALI1E24028g,YALI1_E24028g,YALI0E20207g,has_YALI0,1
YALI1E24113g,YALI1_E24113g,YALI0E20273g,has_YALI0,1
YALI1E24149g,YALI1_E24149g,YALI0E20361g,has_YALI0,1
YALI1E24245g,YALI1_E24245g,YALI0E20427g,has_YALI0,1
YALI1E24318g,YALI1_E24318g,YALI0E20471g,has_YALI0,1
YALI1E24461g,YALI1_E24461g,YALI0E20603g,has_YALI0,1
YALI1E24479g,YALI1_E24479g,YALI0E20625g,has_YALI0,1
YALI1E24532g,YALI1_E24532g,YALI0E20691g,has_YALI0,1
YALI1E24567g,YALI1_E24567g,YALI0E20713g,has_YALI0,5
YALI1E24922g,YALI1_E24922g,YALI0E20977g,has_YALI0,5
YALI1E25018g,YALI1_E25018g,YALI0E21021g,has_YALI0,1
YALI1E25290g,YALI1_E25290g,YALI0E21197g,has_YALI0,2
YALI1E25364g,YALI1_E25364g,YALI0E21241g,has_YALI0,3
YALI1E25400g,YALI1_E25400g,YALI0E21307g,has_YALI0,1
YALI1E25443g,YALI1_E25443g,YALI0E21351g,has_YALI0,2
YALI1E25585g,YALI1_E25585g,YALI0E21549g,has_YALI0,1
YALI1E25932g,YALI1_E25932g,YALI0E21934g,has_YALI0,1
YALI1E26181g,YALI1_E26181g,YALI0E22198g,has_YALI0,1
YALI1E26513g,YALI1_E26513g,YALI0E22462g,has_YALI0,8
YALI1E26811g,YALI1_E26811g,YALI0E22649g,has_YALI0,1
YALI1E27113g,YALI1_E27113g,YALI0E22957g,has_YALI0,1
YALI1E27144g,YALI1_E27144g,YALI0E22979g,has_YALI0,1
YALI1E27218g,YALI1_E27218g,YALI0E23089g,has_YALI0,3
YALI1E27279g,YALI1_E27279g,YALI0E23185g,has_YALI0,1
YALI1E27441g,YALI1_E27441g,YALI0E23287g,has_YALI0,1
YALI1E27791g,YALI1_E27791g,YALI0E23540g,has_YALI0,2
YALI1E28097g,YALI1_E28097g,YALI0E23738g,has_YALI0,1
YALI1E28300g,YALI1_E28300g,YALI0E23859g,has_YALI0,1
YALI1E28545g,YALI1_E28545g,YALI0E23991g,has_YALI0,4
YALI1E28575g,YALI1_E28575g,YALI0E24013g,has_YALI0,2
YALI1E28631g,YALI1_E28631g,YALI0E24057g,has_YALI0,1
YALI1E28779g,YALI1_E28779g,YALI0E24167g,has_YALI0,1
YALI1E29179g,YALI1_E29179g,YALI0E24497g,has_YALI0,2
YALI1E29319g,YALI1_E29319g,YALI0E24607g,has_YALI0,1
YALI1E30014g,YALI1_E30014g,YALI0E25069g,has_YALI0,2
YALI1E30028g,YALI1_E30028g,YALI0E25091g,has_YALI0,1
YALI1E30173g,YALI1_E30173g,YALI0E25201g,has_YALI0,1
YALI1E30400g,YALI1_E30400g,YALI0E25652g,has_YALI0,3
YALI1E30496g,YALI1_E30496g,YALI0E25740g,has_YALI0,1
YALI1E30815g,YALI1_E30815g,YALI0E25982g,has_YALI0,3
YALI1E30886g,YALI1_E30886g,YALI0E26004g,has_YALI0,3
YALI1E31754g,YALI1_E31754g,YALI0E26829g,has_YALI0,1
YALI1E31947g,YALI1_E31947g,YALI0E27005g,has_YALI0,1
YALI1E32054g,YALI1_E32054g,YALI0E27093g,has_YALI0,3
YALI1E32118g,YALI1_E32118g,YALI0E27159g,has_YALI0,3
YALI1E32180g,YALI1_E32180g,YALI0E27203g,has_YALI0,1
YALI1E32241g,YALI1_E32241g,YALI0E27247g,has_YALI0,1
YALI1E32315g,YALI1_E32315g,YALI0E27291g,has_YALI0,1
YALI1E32332g,YALI1_E32332g,YALI0E27346g,has_YALI0,2
YALI1E32603g,YALI1_E32603g,YALI0E27654g,has_YALI0,1
YALI1E32908g,YALI1_E32908g,YALI0E27874g,has_YALI0,4
YALI1E33150g,YALI1_E33150g,YALI0E28153g,has_YALI0,1
YALI1E33285g,YALI1_E33285g,YALI0E28237g,has_YALI0,3
YALI1E33302g,YALI1_E33302g,YALI0E28248g,has_YALI0,1
YALI1E33633g,YALI1_E33633g,YALI0E28468g,has_YALI0,1
YALI1E34072g,YALI1_E34072g,YALI0E28787g,has_YALI0,3
YALI1E34269g,YALI1_E34269g,YALI0E28963g,has_YALI0,1
YALI1E34408g,YALI1_E34408g,YALI0E29139g,has_YALI0,1
YALI1E34425g,YALI1_E34425g,YALI0E29161g,has_YALI0,1
YALI1E35005g,YALI1_E35005g,YALI0E29579g,has_YALI0,3
YALI1E35082g,YALI1_E35082g,YALI0E29667g,has_YALI0,1
YALI1E35410g,YALI1_E35410g,YALI0E29975g,has_YALI0,1
YALI1E35520g,YALI1_E35520g,YALI0E30129g,has_YALI0,1
YALI1E35652g,YALI1_E35652g,YALI0E30283g,has_YALI0,1
YALI1E35815g,YALI1_E35815g,YALI0E30481g,has_YALI0,1
YALI1E35955g,YALI1_E35955g,YALI0E30591g,has_YALI0,2
YALI1E36437g,YALI1_E36437g,YALI0E30965g,has_YALI0,2
YALI1E36477g,YALI1_E36477g,YALI0E31009g,has_YALI0,18
YALI1E36540g,YALI1_E36540g,YALI0E31064g,has_YALI0,1
YALI1E36568g,YALI1_E36568g,YALI0E31086g,has_YALI0,1
YALI1E37063g,YALI1_E37063g,YALI0E31471g,has_YALI0,2
