yali1,yali0,ec,candidate_mnxr,reaction_status,ec_already_in_model
YALI1_F34729g,YALI0F27357g,2.3.1.181,MNXR117875;MNXR123418;MNXR150065;MNXR150066;MNXR150067;MNXR150068;MNXR163835;MNXR163836;MNXR165895;MNXR176573;MNXR177768;MNXR178072;MNXR185128,new_reaction,
YALI1_F38248g,YALI0F30591g,1.4.3.3,MNXR100352;MNXR106448;MNXR107807;MNXR108742;MNXR111049;MNXR122163;MNXR130695;MNXR132757;MNXR132759;MNXR133445;MNXR133446;MNXR133692;MNXR133809;MNXR133825;MNXR133833;MNXR133935;MNXR133936;MNXR144433;MNXR147251;MNXR147252;MNXR149434;MNXR149435;MNXR154806;MNXR166170;MNXR172580;MNXR172745;MNXR172748;MNXR175390;MNXR198918;MNXR97134;MNXR97150;MNXR97759,new_reaction,
YALI1_A01198g,YALI0A00913g,3.6.1.5,MNXR102048;MNXR113783;MNXR113784;MNXR117407;MNXR118489;MNXR118560;MNXR118561;MNXR118562;MNXR118563;MNXR118565;MNXR147609;MNXR153054;MNXR153055;MNXR167205;MNXR180405;MNXR188175;MNXR188495;MNXR188497;MNXR188499;MNXR188537;MNXR188539;MNXR189002;MNXR189674;MNXR189684;MNXR190800;MNXR194333;MNXR194757;MNXR195014;MNXR195015;MNXR195016;MNXR96128;MNXR96129;MNXR97807,isozyme,3.6.1.5
YALI1_A06416g,YALI0A06743g,2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186532;MNXR187931;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_A16422g,YALI0A16445g,1.4.3.21,MNXR101975;MNXR102461;MNXR103334;MNXR104952;MNXR104996;MNXR109492;MNXR110040;MNXR110497;MNXR124479;MNXR131450;MNXR131601;MNXR133143;MNXR133298;MNXR144376;MNXR147451;MNXR147453;MNXR175305;MNXR177510;MNXR197826;MNXR197827;MNXR197828;MNXR94687;MNXR94937;MNXR94989;MNXR95082;MNXR95149,isozyme,1.4.3.21
YALI1_A20611g,YALI0A19624g,2.7.7.1,MNXR130407;MNXR130408;MNXR130409;MNXR130676;MNXR130677;MNXR188513;MNXR95841,isozyme,2.7.7.1
YALI1_B03807g,YALI0B02420g,1.8.5.1;2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186351;MNXR186532;MNXR187931;MNXR191861;MNXR191862;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_B05891g,YALI0B04356g,1.4.3.5,MNXR102438;MNXR103355;MNXR103363;MNXR103365;MNXR103367;MNXR104952;MNXR135472,isozyme,1.4.3.5
YALI1_B21042g,YALI0B16082g,2.7.8.7,MNXR115861;MNXR116452;MNXR116633;MNXR119687;MNXR120358;MNXR129772;MNXR147384;MNXR147385;MNXR147386;MNXR152858;MNXR152859;MNXR164349;MNXR164361;MNXR165507;MNXR183664,isozyme,2.7.8.7
YALI1_B21594g,YALI0B16566g,3.1.3.89,MNXR102028;MNXR102031;MNXR102033;MNXR102035;MNXR102036;MNXR114092;MNXR145799;MNXR177660,isozyme,3.1.3.89
YALI1_B26728g,YALI0B20416g,1.8.5.1;2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186351;MNXR186532;MNXR187931;MNXR191861;MNXR191862;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_B29895g,YALI0B22946g,2.7.4.3,MNXR114617;MNXR131347;MNXR133749;MNXR133872;MNXR133875;MNXR133876;MNXR144374;MNXR95450;MNXR95451;MNXR96117,isozyme,2.7.4.3
YALI1_C02215g,YALI0C01617g,2.7.1.67,MNXR114879;MNXR135228;MNXR146067;MNXR146068;MNXR146069;MNXR164881;MNXR166054;MNXR173900,isozyme,2.7.1.67
YALI1_C04143g,YALI0C03069g,2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186532;MNXR187931;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_C15776g,YALI0C11297g,3.1.3.4;3.6.1.75,MNXR102347;MNXR102349;MNXR102350;MNXR102353;MNXR102356;MNXR108700;MNXR116128;MNXR116826;MNXR119787;MNXR119867;MNXR135912;MNXR135914;MNXR135916;MNXR136234;MNXR136235;MNXR136236;MNXR136237;MNXR136238;MNXR136239;MNXR147572;MNXR147573;MNXR149612;MNXR152893;MNXR152894;MNXR164869;MNXR164887;MNXR164913;MNXR166506;MNXR166507;MNXR175643;MNXR180081;MNXR180433;MNXR180434;MNXR180435;MNXR188830;MNXR191366;MNXR192622;MNXR192623;MNXR195569;MNXR195570,isozyme,3.1.3.4
YALI1_C28263g,YALI0C20251g,1.1.1.283,MNXR101007;MNXR118856;MNXR129355;MNXR129365;MNXR145409;MNXR145410;MNXR172365,isozyme,1.1.1.283
YALI1_C29066g,YALI0C21021g,2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186532;MNXR187931;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_C32034g,YALI0C23224g,3.1.3.76;3.3.2.10,MNXR103853;MNXR105353;MNXR109878;MNXR110816;MNXR110817;MNXR110818;MNXR110819;MNXR111203;MNXR112888;MNXR115423;MNXR117369;MNXR117370;MNXR117371;MNXR121021;MNXR121039;MNXR130937;MNXR131187;MNXR133266;MNXR165995;MNXR167715;MNXR170082;MNXR170095;MNXR170097;MNXR170098;MNXR172775;MNXR172798;MNXR172799;MNXR172800;MNXR172801;MNXR172802;MNXR185770;MNXR191190;MNXR191191;MNXR191238;MNXR191239;MNXR194971;MNXR195226;MNXR195241;MNXR195242;MNXR195243;MNXR195244;MNXR195245;MNXR195246;MNXR195569;MNXR199707;MNXR199714;MNXR200083;MNXR200085;MNXR200087,isozyme,3.3.2.10
YALI1_D02625g,YALI0D02277g,2.2.1.1,MNXR104868;MNXR106812;MNXR106991;MNXR110598;MNXR124172;MNXR124173;MNXR129774;MNXR129790;MNXR129793;MNXR129797;MNXR129806;MNXR143581;MNXR143595;MNXR144325;MNXR146555;MNXR146556;MNXR152015;MNXR152016;MNXR152017;MNXR179280;MNXR179285;MNXR180393;MNXR194979,isozyme,2.2.1.1
YALI1_D04370g,YALI0D03465g,3.1.3.5;3.1.3.6,MNXR102028;MNXR102031;MNXR102033;MNXR102035;MNXR102036;MNXR105353;MNXR115235;MNXR115623;MNXR123110;MNXR129775;MNXR129801;MNXR130363;MNXR130364;MNXR130365;MNXR145771;MNXR145799;MNXR147992;MNXR147993;MNXR149856;MNXR149858;MNXR149859;MNXR174228;MNXR175227;MNXR188143;MNXR188509;MNXR188523;MNXR188525;MNXR188527;MNXR188529;MNXR188531;MNXR188533;MNXR190448;MNXR190450;MNXR190452;MNXR190454,isozyme,3.1.3.5
YALI1_D11256g,YALI0D08778g,1.1.1.283,MNXR101007;MNXR118856;MNXR129355;MNXR129365;MNXR145409;MNXR145410;MNXR172365,isozyme,1.1.1.283
YALI1_D13201g,YALI0D10549g,2.4.1.109,MNXR111222;MNXR114696;MNXR115085;MNXR135291;MNXR148536;MNXR148537;MNXR165874;MNXR170052;MNXR174060;MNXR186993,isozyme,2.4.1.109
YALI1_D14453g,YALI0D11616g,1.1.1.283,MNXR101007;MNXR118856;MNXR129355;MNXR129365;MNXR145409;MNXR145410;MNXR172365,isozyme,1.1.1.283
YALI1_D19252g,YALI0D15708g,1.3.8.5,MNXR107648;MNXR108000;MNXR115026;MNXR152831;MNXR168400;MNXR168468;MNXR192172;MNXR193395;MNXR193403;MNXR195711,isozyme,1.3.8.5
YALI1_D27912g,YALI0D22110g,3.5.1.4,MNXR101977;MNXR109702;MNXR116168;MNXR118878;MNXR121033;MNXR129425;MNXR129431;MNXR129442;MNXR129444;MNXR129445;MNXR129446;MNXR129450;MNXR129451;MNXR129454;MNXR129456;MNXR129457;MNXR129458;MNXR129461;MNXR129462;MNXR129463;MNXR129464;MNXR129467;MNXR129469;MNXR129470;MNXR129472;MNXR129477;MNXR129481;MNXR129482;MNXR129483;MNXR129485;MNXR129687;MNXR146276;MNXR148452;MNXR148453;MNXR148454;MNXR149440;MNXR149441;MNXR152978;MNXR152979;MNXR154639;MNXR154640;MNXR165504;MNXR175302;MNXR95815;MNXR95816,isozyme,3.5.1.4
YALI1_D34353g,YALI0D25960g,1.2.1.3,MNXR100060;MNXR100083;MNXR100310;MNXR101018;MNXR101019;MNXR101805;MNXR102301;MNXR103375;MNXR104540;MNXR104876;MNXR105358;MNXR106430;MNXR106443;MNXR106982;MNXR107839;MNXR107840;MNXR109330;MNXR109413;MNXR109414;MNXR109457;MNXR110653;MNXR111262;MNXR111724;MNXR115792;MNXR116218;MNXR120270;MNXR121180;MNXR121694;MNXR121842;MNXR122979;MNXR123743;MNXR123746;MNXR123749;MNXR128629;MNXR129631;MNXR129652;MNXR130119;MNXR130274;MNXR130275;MNXR130541;MNXR131172;MNXR131676;MNXR131677;MNXR131678;MNXR131679;MNXR131680;MNXR131681;MNXR132146;MNXR132952;MNXR133018;MNXR133028;MNXR133029;MNXR133032;MNXR133036;MNXR133040;MNXR133041;MNXR133042;MNXR133043;MNXR133044;MNXR133045;MNXR133046;MNXR133047;MNXR133049;MNXR133050;MNXR133051;MNXR133052;MNXR133054;MNXR133059;MNXR133063;MNXR133065;MNXR133066;MNXR133068;MNXR133070;MNXR133071;MNXR133072;MNXR133077;MNXR133078;MNXR133079;MNXR133080;MNXR133380;MNXR133381;MNXR133383;MNXR133686;MNXR133952;MNXR134051;MNXR134065;MNXR134114;MNXR134130;MNXR134532;MNXR135071;MNXR141429;MNXR141731;MNXR141751;MNXR145018;MNXR145020;MNXR146944;MNXR146945;MNXR146946;MNXR146947;MNXR147623;MNXR149018;MNXR150931;MNXR150932;MNXR151159;MNXR152946;MNXR152948;MNXR152949;MNXR152951;MNXR152952;MNXR152953;MNXR152954;MNXR164993;MNXR165784;MNXR172747;MNXR172866;MNXR172867;MNXR172868;MNXR172869;MNXR172870;MNXR172871;MNXR173108;MNXR175288;MNXR176793;MNXR176911;MNXR179762;MNXR179962;MNXR181813;MNXR181956;MNXR181960;MNXR191833;MNXR192166;MNXR192167;MNXR192678;MNXR193474;MNXR196115;MNXR196116;MNXR197314;MNXR197315;MNXR198679;MNXR198854;MNXR94831;MNXR94840;MNXR94915;MNXR94991;MNXR95031;MNXR95191;MNXR95727;MNXR95732;MNXR95733;MNXR95735;MNXR95739;MNXR95744;MNXR95749;MNXR95750;MNXR95751;MNXR95754;MNXR95755;MNXR95758;MNXR95759;MNXR95760;MNXR95761;MNXR96237;MNXR96365,isozyme,1.2.1.3
YALI1_E00337g,,3.1.3.89,MNXR102028;MNXR102031;MNXR102033;MNXR102035;MNXR102036;MNXR114092;MNXR145799;MNXR177660,isozyme,3.1.3.89
YALI1_E04312g,YALI0E03586g,2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186532;MNXR187931;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_E11370g,YALI0E09240g,6.3.5.6;6.3.5.7,MNXR100030;MNXR115647;MNXR115648;MNXR129689;MNXR145055;MNXR145056;MNXR145057;MNXR145058;MNXR145059;MNXR153023;MNXR153024;MNXR153025;MNXR153026;MNXR165672;MNXR165884;MNXR175241;MNXR175242;MNXR187746,isozyme,6.3.5.7
YALI1_E23790g,YALI0E19899g,3.1.3.76;3.3.2.10,MNXR103853;MNXR105353;MNXR109878;MNXR110816;MNXR110817;MNXR110818;MNXR110819;MNXR111203;MNXR112888;MNXR115423;MNXR117369;MNXR117370;MNXR117371;MNXR121021;MNXR121039;MNXR130937;MNXR131187;MNXR133266;MNXR165995;MNXR167715;MNXR170082;MNXR170095;MNXR170097;MNXR170098;MNXR172775;MNXR172798;MNXR172799;MNXR172800;MNXR172801;MNXR172802;MNXR185770;MNXR191190;MNXR191191;MNXR191238;MNXR191239;MNXR194971;MNXR195226;MNXR195241;MNXR195242;MNXR195243;MNXR195244;MNXR195245;MNXR195246;MNXR195569;MNXR199707;MNXR199714;MNXR200083;MNXR200085;MNXR200087,isozyme,3.3.2.10
YALI1_E39395g,YALI0E33275g,2.4.1.141,MNXR115097;MNXR135331;MNXR145027;MNXR145028;MNXR145029;MNXR166269;MNXR180017,isozyme,2.4.1.141
YALI1_F03974g,YALI0F02717g,2.7.1.48,MNXR111792;MNXR134067;MNXR188986;MNXR188988;MNXR189000;MNXR189008;MNXR189682;MNXR189906;MNXR190860;MNXR190862;MNXR190882;MNXR190884;MNXR190894;MNXR190896;MNXR190904;MNXR190906;MNXR190948;MNXR190950;MNXR190952;MNXR190954,isozyme,2.7.1.48
YALI1_F12649g,YALI0F09075g,1.1.1.283,MNXR101007;MNXR118856;MNXR129355;MNXR129365;MNXR145409;MNXR145410;MNXR172365,isozyme,1.1.1.283
YALI1_F26574g,YALI0F19910g,2.6.1.42,MNXR103594;MNXR105000;MNXR107369;MNXR126234;MNXR131405;MNXR131406;MNXR131407;MNXR132981;MNXR146599;MNXR180445;MNXR192556;MNXR192685;MNXR198610;MNXR198611;MNXR96230,isozyme,2.6.1.42
YALI1_F32880g,YALI0F25575g,2.5.1.18,MNXR104634;MNXR110715;MNXR110716;MNXR110717;MNXR110735;MNXR110736;MNXR110737;MNXR110738;MNXR110777;MNXR110778;MNXR110791;MNXR110792;MNXR110799;MNXR110800;MNXR110801;MNXR110802;MNXR110808;MNXR110821;MNXR110824;MNXR111835;MNXR112833;MNXR113772;MNXR115954;MNXR117078;MNXR118238;MNXR119542;MNXR123277;MNXR123316;MNXR123871;MNXR129505;MNXR129607;MNXR129611;MNXR129613;MNXR129620;MNXR129654;MNXR129693;MNXR129697;MNXR129721;MNXR129811;MNXR129812;MNXR129814;MNXR129844;MNXR130036;MNXR130237;MNXR131080;MNXR131537;MNXR131907;MNXR132081;MNXR132082;MNXR132083;MNXR132698;MNXR132826;MNXR133160;MNXR133230;MNXR133814;MNXR134777;MNXR141735;MNXR150308;MNXR150309;MNXR150310;MNXR150311;MNXR150710;MNXR151419;MNXR151420;MNXR151421;MNXR152772;MNXR163533;MNXR165804;MNXR172807;MNXR175503;MNXR178598;MNXR179986;MNXR183591;MNXR184309;MNXR185322;MNXR185472;MNXR185916;MNXR186240;MNXR186532;MNXR187931;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR199381,isozyme,2.5.1.18
YALI1_F36742g,YALI0F29161g,1.6.2.2,MNXR116774;MNXR133411;MNXR133512;MNXR141424;MNXR141716;MNXR146847;MNXR146848;MNXR146849;MNXR146850;MNXR168920;MNXR175385,isozyme,1.6.2.2
YALI1_F36930g,YALI0F29315g,1.17.1.9,MNXR130442;MNXR130443;MNXR189253;MNXR99475,isozyme,1.17.1.9
YALI1_F10713g,YALI0F07359g,3.4.26.1,,ec_no_mnxr,
YALI1_A00579r,YALI0A00462r,,,no_reaction,
YALI1_A00921r,YALI0A00715r,,,no_reaction,
YALI1_A01642r,YALI0A01177r,,,no_reaction,
YALI1_A01654r,YALI0A01221r,,,no_reaction,
YALI1_A01689r,YALI0A01287r,,,no_reaction,
YALI1_A01824g,YALI0A01419g,,,no_reaction,
YALI1_A02138r,YALI0A01804r,,,no_reaction,
YALI1_A02318r,YALI0A01914r,,,no_reaction,
YALI1_A03242r,YALI0A02739r,,,no_reaction,
YALI1_A03437r,YALI0A03047r,,,no_reaction,
YALI1_A03529r,YALI0A03157r,,,no_reaction,
YALI1_A03632r,YALI0A03311r,,,no_reaction,
YALI1_A03643r,YALI0A03355r,,,no_reaction,
YALI1_A03732r,YALI0A03465r,,,no_reaction,
YALI1_A04338r,YALI0A04015r,,,no_reaction,
YALI1_A04359r,YALI0A04081r,,,no_reaction,
YALI1_A04398r,YALI0A04147r,,,no_reaction,
YALI1_A04439r,YALI0A04213r,,,no_reaction,
YALI1_A04446r,YALI0A04235r,,,no_reaction,
YALI1_A04602r,YALI0A04389r,,,no_reaction,
YALI1_A04709r,YALI0A04565r,,,no_reaction,
YALI1_A05186r,YALI0A05049r,,,no_reaction,
YALI1_A05189r,YALI0A05093r,,,no_reaction,
YALI1_A05500r,YALI0A05445r,,,no_reaction,
YALI1_A05505r,YALI0A05489r,,,no_reaction,
YALI1_A05637r,YALI0A05599r,,,no_reaction,
YALI1_A05639r,YALI0A05621r,,,no_reaction,
YALI1_A05684r,YALI0A05687r,,,no_reaction,
YALI1_A05694r,YALI0A05731r,,,no_reaction,
YALI1_A05718r,YALI0A05819r,,,no_reaction,
YALI1_A05723r,YALI0A05863r,,,no_reaction,
YALI1_A05933r,YALI0A06127r,,,no_reaction,
YALI1_A05953r,YALI0A06193r,,,no_reaction,
YALI1_A06020r,YALI0A06237r,,,no_reaction,
YALI1_A06024r,YALI0A06259r,,,no_reaction,
YALI1_A06081r,YALI0A06391r,,,no_reaction,
YALI1_A06190r,YALI0A06545r,,,no_reaction,
YALI1_A06710r,YALI0A07040r,,,no_reaction,
YALI1_A06883r,YALI0A07150r,,,no_reaction,
YALI1_A06929r,YALI0A07271r,,,no_reaction,
YALI1_A06936r,YALI0A07293r,,,no_reaction,
YALI1_A06939r,YALI0A07315r,,,no_reaction,
YALI1_A06957r,YALI0A07359r,,,no_reaction,
YALI1_A07038r,YALI0A07469r,,,no_reaction,
YALI1_A07425r,YALI0A07953r,,,no_reaction,
YALI1_A08027r,YALI0A08283r,,,no_reaction,
YALI1_A08434r,YALI0A08492r,,,no_reaction,
YALI1_A08436g,YALI0A08536g,,,no_reaction,
YALI1_A08542r,YALI0A08690r,,,no_reaction,
YALI1_A08620r,YALI0A08822r,,,no_reaction,
YALI1_A08662r,YALI0A08976r,,,no_reaction,
YALI1_A08873r,YALI0A09130r,,,no_reaction,
YALI1_A08951r,YALI0A09218r,,,no_reaction,
YALI1_A10309r,YALI0A10340r,,,no_reaction,
YALI1_A10921r,YALI0A10835r,,,no_reaction,
YALI1_A11178r,YALI0A11033r,,,no_reaction,
YALI1_A11357r,YALI0A11242r,,,no_reaction,
YALI1_A11394r,YALI0A11363r,,,no_reaction,
YALI1_A11418r,YALI0A11429r,,,no_reaction,
YALI1_A11880r,YALI0A11693r,,,no_reaction,
YALI1_A12177r,YALI0A11957r,,,no_reaction,
YALI1_A12530r,YALI0A12309r,,,no_reaction,
YALI1_A12630r,YALI0A12463r,,,no_reaction,
YALI1_A12676r,YALI0A12529r,,,no_reaction,
YALI1_A12812r,YALI0A12727r,,,no_reaction,
YALI1_A12836r,YALI0A12771r,,,no_reaction,
YALI1_A12944r,YALI0A12947r,,,no_reaction,
YALI1_A12995r,YALI0A12991r,,,no_reaction,
YALI1_A13432r,YALI0A13343r,,,no_reaction,
YALI1_A13490r,YALI0A13409r,,,no_reaction,
YALI1_A13498r,YALI0A13453r,,,no_reaction,
YALI1_A13649g,YALI0A13585g,,,no_reaction,
YALI1_A13831r,YALI0A13717r,,,no_reaction,
YALI1_A13837r,YALI0A13761r,,,no_reaction,
YALI1_A13841r,YALI0A13805r,,,no_reaction,
YALI1_A13862r,YALI0A13871r,,,no_reaction,
YALI1_A13888r,YALI0A14003r,,,no_reaction,
YALI1_A13923r,YALI0A14025r,,,no_reaction,
YALI1_A13973r,YALI0A14091r,,,no_reaction,
YALI1_A13982r,YALI0A14113r,,,no_reaction,
YALI1_A13996r,YALI0A14168r,,,no_reaction,
YALI1_A14118r,YALI0A14278r,,,no_reaction,
YALI1_A14171r,YALI0A14344r,,,no_reaction,
YALI1_A14215r,YALI0A14410r,,,no_reaction,
YALI1_A14586r,YALI0A14652r,,,no_reaction,
YALI1_A15297r,YALI0A15191r,,,no_reaction,
YALI1_A15382r,YALI0A15279r,,,no_reaction,
YALI1_A15391r,YALI0A15323r,,,no_reaction,
YALI1_A15564r,YALI0A15510r,,,no_reaction,
YALI1_A15682r,YALI0A15664r,,,no_reaction,
YALI1_A15740r,YALI0A15730r,,,no_reaction,
YALI1_A15835r,YALI0A15818r,,,no_reaction,
YALI1_A15953r,YALI0A15994r,,,no_reaction,
YALI1_A16050r,YALI0A16104r,,,no_reaction,
YALI1_A16274r,YALI0A16335r,,,no_reaction,
YALI1_A16628r,YALI0A16632r,,,no_reaction,
YALI1_A17035r,YALI0A16951r,,,no_reaction,
YALI1_A17126r,YALI0A17083r,,,no_reaction,
YALI1_A17732r,YALI0A17622r,,,no_reaction,
YALI1_A17781r,YALI0A17710r,,,no_reaction,
YALI1_A18378r,YALI0A18084r,,,no_reaction,
YALI1_A19821r,YALI0A18854r,,,no_reaction,
YALI1_A21277r,YALI0A20229r,,,no_reaction,
YALI1_B00297r,YALI0B00330r,,,no_reaction,
YALI1_B01552g,YALI0B00902g,,,no_reaction,
YALI1_B03685r,YALI0B02354r,,,no_reaction,
YALI1_B03867r,YALI0B02486r,,,no_reaction,
YALI1_B04023r,YALI0B02618r,,,no_reaction,
YALI1_B04910r,YALI0B03432r,,,no_reaction,
YALI1_B05053r,YALI0B03586r,,,no_reaction,
YALI1_B05123r,YALI0B03674r,,,no_reaction,
YALI1_B05201r,YALI0B03740r,,,no_reaction,
YALI1_B05265r,YALI0B03806r,,,no_reaction,
YALI1_B05288r,YALI0B03872r,,,no_reaction,
YALI1_B05971g,YALI0B04422g,,,no_reaction,
