reaction_id,reaction_name,reaction_type,gene_reaction_rule,n_genes,n_metabolites,compartments,has_annotation,annotation_keys,has_bigg,has_kegg,has_metanetx,has_rhea,has_ec,has_sbo,gene_ec_codes,met_bigg_id,is_blocked
R332,glutamate-5-semialdehyde dehydrogenase,metabolic,YALI1E35815g,1,6,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R333,glutaminase,metabolic,,0,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R334,glutamine synthetase,metabolic,YALI1F00821g,1,7,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R335,glutamine-fructose-6-phosphate transaminase,metabolic,YALI1B27874g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",True,True,True,True,False,False,,,False
R336,glutaminyl-tRNA synthetase,metabolic,YALI1C04882g,1,6,C_cy,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,True
R337,glutamyl-tRNA synthetase,metabolic,YALI1E33633g,1,6,C_cy,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,True
R338,glutamyl-tRNA synthetase,metabolic,YALI1E21230g,1,6,C_mi,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,True
R339,glutathione oxidoreductase,metabolic,YALI1B17838g or (YALI1C06951g and YALI1E21406g),3,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R340,glutathione oxidoreductase,metabolic,YALI1E21406g and YALI1F28092g,2,5,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,True
R341,glutathione peridoxase,metabolic,YALI1C06951g or YALI1E02906g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R342,"glutathione peroxidase, mitochondria",metabolic,YALI1F28092g,1,4,C_mi,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,True
R343,glutathione synthetase,metabolic,YALI1C25029g,1,7,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R344,glyceraldehyde-3-phosphate dehydrogenase,metabolic,YALI1C08262g,1,6,C_cy,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,False
R345,glycerol dehydrogenase (NADP-dependent),metabolic,YALI1A21000g or YALI1A15863g or YALI1B09211g or YALI1B28394g or YALI1C12619g or YALI1C18771g or YALI1D05111g or YALI1E22041g or YALI1F10224g or YALI1F24773g,10,5,C_cy,False,,False,False,False,False,False,False,,,False
R346,glycerol kinase,metabolic,YALI1F00654g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R347,glycerol-3-phosphate dehydrogenase (fad),metabolic,YALI1B18499g,1,4,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R348,glycerol-3-phosphate dehydrogenase (NAD),metabolic,YALI1B04433g,1,5,C_cy,True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,False
R349,glycerol-3-phosphate dehydrogenase (NAD),metabolic,YALI1B04433g,1,5,C_mi,True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,False
R350,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,metabolic,YALI1C00230g,1,4,C_em,False,,False,False,False,False,False,False,,,False
R351,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,metabolic,YALI1C00230g,1,4,C_lp,False,,False,False,False,False,False,False,,,False
R352,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,metabolic,YALI1C00230g,1,4,C_em,False,,False,False,False,False,False,False,,,True
R353,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,metabolic,YALI1C00230g,1,4,C_lp,False,,False,False,False,False,False,False,,,False
R354,glycerophosphodiester phosphodiesterase (glycerophosphocholine),metabolic,YALI1E38859g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,True
R355,glycinamide ribotide transformylase,metabolic,YALI1D03865g,1,5,C_cy,False,,False,False,False,False,False,False,,,False
R356,glycine C-acetyltransferase,metabolic,,0,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,True
R357,glycine cleavage system,metabolic,YALI1E00574g and YALI1F04082g and YALI1D26360g and YALI1A09694g,4,8,C_mi,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,False
R358,glycine hydroxymethyltransferase,metabolic,YALI1D28569g or YALI1E19557g,2,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R359,glycine hydroxymethyltransferase,metabolic,YALI1D28569g or YALI1E19557g,2,5,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R360,glycine-cleavage complex (lipoamide),metabolic,YALI1E00574g and YALI1F04082g and YALI1D26360g and YALI1A09694g,4,5,C_mi,False,,False,False,False,False,False,False,,,False
R361,glycine-cleavage complex (lipoamide),metabolic,YALI1E00574g and YALI1F04082g and YALI1D26360g and YALI1A09694g,4,5,C_mi,False,,False,False,False,False,False,False,,,False
R362,glycine-cleavage complex (lipoylprotein),metabolic,YALI1A09694g,1,5,C_mi,False,,False,False,False,False,False,False,,,False
R363,glycine-cleavage complex (lipoylprotein),metabolic,YALI1F04082g,1,6,C_mi,False,,False,False,False,False,False,False,,,False
R364,glycine-cleavage complex (lipoylprotein),metabolic,YALI1D26360g,1,5,C_mi,False,,False,False,False,False,False,False,,,False
R365,glycine-cleavage system (lipoamide),metabolic,YALI1E00574g and YALI1F04082g and YALI1D26360g and YALI1A09694g,4,5,C_mi,False,,False,False,False,False,False,False,,,False
R366,glycogen (starch) synthase,metabolic,(YALI1C29104g and YALI1F24667g) or (YALI1F12176g and YALI1F24667g),3,5,C_cy,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,False
R367,glycogen phosphorylase,metabolic,YALI1F06351g,1,3,C_cy,True,"metacyc.reaction,metacycr,metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,False
R368,glycyl-tRNA synthetase,metabolic,YALI1E17574g,1,6,C_cy,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,True
R369,GMP synthase,metabolic,YALI1B21070g,1,9,C_cy,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,False
R370,gnnuc,metabolic,YALI1F05220g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R371,"GPI-anchor assembly, step 2",metabolic,YALI1E25932g,1,5,C_er,False,,False,False,False,False,False,False,,,True
R372,"GPI-anchor assembly, step 5",metabolic,YALI1A21970g and YALI1E20666g,2,4,C_er,False,,False,False,False,False,False,False,,,True
R373,"GPI-anchor assembly, step 6",metabolic,YALI1F27343g,1,3,C_er,False,,False,False,False,False,False,False,,,True
R374,"GPI-anchor assembly, step 7",metabolic,YALI1F15403g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R375,"GPI-anchor assembly, step 8",metabolic,YALI1D05270g,1,3,C_er,False,,False,False,False,False,False,False,,,True
R376,"GPI-anchor assembly, step 9",metabolic,YALI1E04744g or YALI1E14925g,2,4,C_er,False,,False,False,False,False,False,False,,,True
R377,GTP cyclohydrolase I,metabolic,YALI1A10254g,1,5,C_cy,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,True
R378,GTP cyclohydrolase II,metabolic,YALI1E02885g,1,6,C_cy,True,"bigg.reaction,biggr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr",True,False,True,False,False,False,,,True
R379,guanine deaminase,metabolic,YALI1E30496g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R380,guanine phosphoribosyltransferase,metabolic,YALI1E19958g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R381,guanylate kinase,metabolic,YALI1C23511g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R382,guanylate kinase (GMP:dATP),metabolic,YALI1C23511g,1,4,C_cy,True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,False,False,False,,,False
R383,heme O monooxygenase,metabolic,YALI1B19490g and YALI1F32002g and YALI1B03314g,3,6,C_mi,False,,False,False,False,False,False,False,,,True
R384,Heme O synthase,metabolic,YALI1F31135g,1,5,C_mi,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,True
R385,hexaprenyldihydroxybenzoate methyltransferase,metabolic,YALI1F34625g and YALI1B20527g and YALI1A08781g and YALI1F34675g and YALI1C25352g and YALI1B20835g and YALI1E18269g,7,5,C_mi,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,True
R386,hexokinase (D-fructose:ATP),metabolic,YALI1B29133g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,seed.reaction,seedr",True,True,True,False,False,False,,,True
R387,hexokinase (D-glucose:ATP),metabolic,YALI1B29133g or YALI1E18539g,2,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R388,hexokinase (D-mannose:ATP),metabolic,YALI1B29133g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr",True,True,True,True,False,False,,,True
R389,histidinol dehydrogenase,metabolic,YALI1A15879g,1,6,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R390,histidinol-phosphatase,metabolic,YALI1E05963g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R391,histidinol-phosphate transaminase,metabolic,YALI1E01793g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R392,histidyl-tRNA synthetase,metabolic,YALI1E16068g,1,6,C_cy,True,"metacyc.reaction,metacycr,metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,True
R393,histidyl-tRNA synthetase,metabolic,YALI1E16068g,1,6,C_mi,True,"metacyc.reaction,metacycr,metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,,,True
R394,hnRNP arginine N-methyltransferase,metabolic,YALI1E21983g,1,5,C_cy,False,,False,False,False,False,False,False,,,True
R395,homoacontinate hydratase,metabolic,YALI1E03387g,1,3,C_mi,False,,False,False,False,False,False,False,,,False
R396,homocitrate synthase,metabolic,YALI1F38776g,1,6,C_nu,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,True
R397,homocysteine S-methyltransferase,metabolic,YALI1F32969g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R398,homoisocitrate dehydrogenase,metabolic,YALI1D13238g,1,6,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,,,False
R399,homoserine dehydrogenase (NADP),metabolic,YALI1D01188g,1,5,C_cy,False,,False,False,False,False,False,False,,,False
R400,homoserine kinase,metabolic,YALI1F17962g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R401,homoserine O-trans-acetylase,metabolic,YALI1C33270g or YALI1E01235g,2,4,C_cy,False,,False,False,False,False,False,False,,,False
R402,hydrogen peroxide reductase (thioredoxin),metabolic,YALI1B19932g and YALI1F02309g,2,4,C_cy,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,False
R403,hydrogen peroxide reductase (thioredoxin),metabolic,(YALI1F11583g and YALI1F02309g) or YALI1E27791g,3,4,C_mi,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,True
R404,hydrogen peroxide reductase (thioredoxin),metabolic,YALI1E30028g and YALI1F02309g,2,4,C_pe,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,,,False
R405,hydroxyacylglutathione hydrolase,metabolic,YALI1D08946g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R406,hydroxyacylglutathione hydrolase,metabolic,YALI1D08946g,1,5,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,True
R407,hydroxybenzoate octaprenyltransferase,metabolic,YALI1F08349g,1,4,C_mi,True,"bigg.reaction,biggr,metanetx.reaction,vmhr,vmhreaction",True,False,True,False,False,False,,,True
R408,hydroxyethylthiazole kinase,metabolic,YALI1C22186g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R409,hydroxymethylbilane synthase,metabolic,YALI1F34051g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,True
R410,hydroxymethylglutaryl CoA reductase,metabolic,YALI1E05731g,1,6,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R411,hydroxymethylglutaryl CoA synthase,metabolic,YALI1F38116g,1,6,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R412,hydroxymethylglutaryl CoA synthase,metabolic,YALI1F38116g,1,6,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R413,hydroxymethylpyrimidine kinase (ATP),metabolic,YALI1E05103g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr",True,True,True,True,False,False,,,False
R414,hypoxanthine phosphoribosyltransferase (Hypoxanthine),metabolic,YALI1E19958g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R415,Imidazole-glycerol-3-phosphate synthase,metabolic,YALI1C09467g,1,6,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R416,imidazoleglycerol-phosphate dehydratase,metabolic,YALI1E40305g,1,3,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R417,IMP dehydrogenase,metabolic,YALI1D27148g,1,6,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R418,indole-3-glycerol-phosphate synthase,metabolic,YALI1D13963g,1,5,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R419,inorganic diphosphatase,metabolic,YALI1C16485g or YALI1F18105g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R420,inorganic diphosphatase,metabolic,YALI1C16485g or YALI1F18105g,2,4,C_mi,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R421,inosine monophosphate cyclohydrolase,metabolic,YALI1D32209g,1,3,C_cy,False,,False,False,False,False,False,False,,,False
R422,"inositol-1,3,4,5,6-pentakisphosphate 2-kinase",metabolic,YALI1E08530g,1,5,C_nu,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R423,"inositol-1,3,4,5-triphosphate 6-kinase, nucleus",metabolic,YALI1B14978g,1,5,C_nu,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,,,True
R424,"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus",metabolic,YALI1B14978g,1,5,C_nu,False,,False,False,False,False,False,False,,,True
R425,"inositol-1,4,5-triphosphate 6-kinase, nucleus",metabolic,YALI1B14978g,1,5,C_nu,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,True
R426,"inositol-1,4,5-trisphosphate 3-kinase, nucleus",metabolic,YALI1B14978g,1,5,C_nu,False,,False,False,False,False,False,False,,,True
R427,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R428,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R429,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R430,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R431,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R432,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R433,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R434,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R435,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R436,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R437,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R438,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R439,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R440,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R441,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R442,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R443,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R444,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R445,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R446,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R447,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R448,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R449,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R450,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R451,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R452,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R453,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R454,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R455,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R456,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R457,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R458,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R459,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R460,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R461,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R462,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R463,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R464,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R465,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R466,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R467,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R468,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R469,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R470,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R471,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R472,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R473,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R474,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R475,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R476,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_mi,False,,False,False,False,False,False,False,,,True
R477,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R478,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R479,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R480,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
R481,IPS phospholipase C,metabolic,YALI1D23128g,1,4,C_er,False,,False,False,False,False,False,False,,,True
